,label,gender,profession,ideology_binary,ideology_multiclass,tweet
14598,@user73,female,politician,right,moderate_right,"🏛️ Hoy en el @user hemos rendido un merecido homenaje a las víctimas del terrorismo con un emotivo acto en el Hemiciclo en el que @user, con la brillante intervención de @user, ha dejado claro que siempre estará del lado de las víctimas y no de los asesinos"
35263,@user73,female,politician,right,moderate_right,"En #ComisiónIgualdad para debatir los #PGE2021 de @user, un proyecto que nada tiene que ver con la realidad de las mujeres, inflado para pagar a ocho nuevos altos cargos y estudios de dudosa utilidad como la incidencia del color rosa, mientras aumentan el paro y la pobreza"
38589,@user73,female,politician,right,moderate_right,"#PedroSánchez, que ha hecho de la división su enseña, gobernando con radicales y separatistas, que ha ninguneado a la oposición desde la declaración del estado de alarma, apela ahora al consenso y pretende reeditar los Pactos de La Moncloa. Estaría bien si fuera verdad."
44102,@user73,female,politician,right,moderate_right,"💙 Gracias a los interventores, apoderados y comités locales del #[POLITICAL_PARTY] cuyo trabajo nos ha reportado un gran resultado en la provincia. 💙 Felicidades a mi compañero @user por su escaño. 💙 Y por supuesto, mil gracias a todos los votantes que hoy han confiando en nosotros"
8822,@user73,female,politician,right,moderate_right,"🔵@user no quiere rehacer la historia de España ni subir los impuestos como el [POLITICAL_PARTY], sino que quiere bajar los impuestos y crear empleo en #Canarias, reducir el paro, dar oportunidades a los autónomos y posibilitar el acceso a la vivienda. #PorTodoLoQueNosUne"
7698,@user73,female,politician,right,moderate_right,No acusamos de “fraude” pero si de inmovilismo al Gobierno. Lo que nos ha costado!!! La bonificación del 75% está asegurada en nuestro REF. Lo que faltaba!!...😡😡que por el desgobierno de #Sanchez se ponga en peligro la movilidad de los Canarios y nuestro turismo!
8216,@user73,female,politician,right,moderate_right,🏘️No es momento para peleas dentro del Gobierno. @user carga contra TODOS los arrendadores para que dejen de cobrar. Los grandes tenedores ya establecen sus propias moratorias. El Gobierno debe solucionar esto sin arremeter contra el 96% del mercado: los pequeños propietarios.
140,@user73,female,politician,right,moderate_right,"✈️#PedroSánchez, el supuesto adalid del medio ambiente y la transición ecológica, utiliza jets privados para sus desplazamientos, en lugar de utilizar el tren que tanto defiende. Mucho pin de la #Agenda2030 pero poco predicar con el ejemplo: le ha cogido demasiado gusto al Falcon"
30328,@user73,female,politician,right,moderate_right,"Desde el @user reitero mi compromiso y el de. @user con el proyecto Ansina, que cuida de nuestros mayores en Tenerife, y que da trabajo a profesionales que han sido un ejemplo de entrega durante la crisis sanitaria del #COVID__19. #AnsinaNoSeToca. #YoQuieroAnsina"
39855,@user73,female,politician,right,moderate_right,😡 Ya se puede medir el impacto negativo de la subida del salario mínimo y el aumento de los impuestos al empleo impuestos por #PedroSanchez y #Podemos:. ❌ La creación de empleo en junio creció al menor ritmo desde 2014. ❌ Los contratos indefinidos se han desplomado casi un 9%.
41936,@user73,female,politician,right,moderate_right,🐪🐪🐪Los diputados de @user no podemos volver a casa para los #ReyesMagos. Nos quedamos en Madrid para que nada nos impida faltar a la #SesionDeInvestidura y dar nuestro rotundo NO a #PedroSanchez. Aquí veremos pasar la #Cabalgata y el camión con el carbón de Sánchez.
19770,@user73,female,politician,right,moderate_right,El [POLITICAL_PARTY] firma un manifiesto con los partidos de la investidura mostrando un compromiso “con los derechos humanos y la democracia”. No defiende la democracia quien sigue sin condenar los atentados de ETA o tiene a sus dirigentes en la cárcel por atentar contra la Constitución.
20755,@user75,female,politician,right,moderate_right,La Ministra de “Educación”. La de que nuestros hijos eran suyos. Pues sí señora @user el Sr. Matarí sabe de qué habla. y usted hoy le ha faltado al respeto a él y a otros muchos. . ¿De qué se reían exactamente @user y @user ?
29235,@user75,female,politician,right,moderate_right,"Los niños la llevan 8 horas en clase, y en el parque. . Tú en tu trabajo todo el día. Y en la terraza del bar. . Este verano en la playa a 40 grados si no estás con convivientes. Llevas 1 año sin ver sonreir a tus abuelos. . ELlos. La casta. Se ríen de todos. Caraduras."
26942,@user75,female,politician,right,moderate_right,¿Os acordáis cuando decían q Ingreso Mínimo era la medida “histórica” de la legislatura?. La propaganda sin gestión es engaño. . @user. El Gobierno ya da por hecho que el 35% de los beneficiarios del Ingreso Mínimo no cobrarán antes del año que viene
192,@user75,female,politician,right,moderate_right,El mayor brote desde el inicio de la pandemia en toda España. Somos noticia en todas las Comunidades y en los principales medios internacionales. ¿Sigue pensando @user que no hay motivo para comparecer en el Parlament?. ¿Sigue en su puesto quien autorizó las macrofiestas?
25061,@user75,female,politician,right,moderate_right,"Hará falta algo más que “buena sintonía” para arreglar este desastre @user . Caos en la tramitación de los Ertes, caos en el Ingreso Mínimo Vital, caos en la vuelta al cole. ¿De verdad son incapaces de hacer nada bien?. El peor gobierno,en el peor momento."
40238,@user75,female,politician,right,moderate_right,"Sospecho que muchos compatriotas se preguntarán pq no han cobrado el ERTE,pq no reciben el IMV,pq siguen pendientes de la dependencia o cómo están sus abuelos en las residencias. O por qué sus familiares fallecidos no cuentan para el Gobierno. . Este el drama fuera de Galapagar."
18790,@user75,female,politician,right,moderate_right,Hoy les oiremos hablar de honestidad en Murcia. Mañana te pedirán la identificación para comprobar que no compartes mesa con más de 2 núcleos familiares. Y la semana que viene no podrás ir a celebrar las fiestas con tu familia. Se ríen de nosotros. Todo el rato. @user
41493,@user75,female,politician,right,moderate_right,"Gracias Presidente por elegir las Illes Balears para pasar estos días de verano. Por implicarte con nuestro comercio,por apreciar nuestro patrimonio y por tu compromiso con 3er sector. El cariño recibido en la calle es la muestra de lo que quieren los ciudadanos. @user"
43059,@user75,female,politician,right,moderate_right,"Y por eso,precisamente,es por lo que interesa hablar del Rey,del Valle de los Caídos...y de mociones de censura. Unos ponen el señuelo,otros pican. Todo para esconder la realidad: el Gobierno es culpable y negligente. Aunque sea el único de Europa al que no se pueda investigar."
14840,@user75,female,politician,right,moderate_right,Los del [POLITICAL_PARTY] y [POLITICAL_PARTY] NO presentan ni una enmienda para los ciudadanos de Palma. . ¿Votarán a favor de la depuradora? ¿De la rehabilitación del Castell de Bellver? ¿De la muralla y S’Hort del Rei? . ¿O nada de esto va con ellos?. @user @user @user
29275,@user75,female,politician,right,moderate_right,Que dice @user que la solución es pedir ayudas directas al Gobierno de España. Lo dice 3 días después de votar en contra de un plan de ayudas de 50.000 millones de euros para la hostelería. Y de haber vetado un plan específico para Balears en Presupuestos. Pasa palabra.
4154,@user75,female,politician,right,moderate_right,La noticia no es que @user pase la pandemia posando. . Ni que critique el maquillaje en actrices mientras reinvindica el derecho a la belleza.(Irene y sus contradicciones). La noticia es que POR FIN...7 meses dsps ha encontrado un hueco para comparecer en el Congreso.
30662,@user75,female,politician,right,moderate_right,"Una Ministra INCAPAZ presentar ninguna ley en 1 año. El país de Europa donde más crece el paro femenino. Pero ellas, a lo suyo. . El [POLITICAL_PARTY] cree que la filtración de la Ley Trans de Igualdad es una ""pataleta"" de Montero por sacar un texto antes del 8M"
17987,@user75,female,politician,right,moderate_right,“¿Cómo se creen que se sienten los ciudadanos de Baleares? Nos niegan nuestra enmienda sobre el factor de insularidad”. Nuestro portavoz de presupuestos @user recuerda que con el @user las Iles Balears se quedan atrás. @user @user @user @user
14022,@user75,female,politician,right,moderate_right,Hola @user:. ¿Que parte del “no ha lugar” de la Ministra no entiende? . El feminismo no tiene nada que ver con la irresponsabilidad. Los que hacemos caso a lo de los 2 nucleos familiares y al toque de queda (@user no va por ti).... ya tal.
713,@user75,female,politician,right,moderate_right,Gracias a @user por esta provechosa reunión sobre la situación actual de las familias y los nuevos retos que hay que afrontar. Es necesario poner a las familias en el centro de la acción política en un momento de crisis económica y social sin precedentes. . @user
44143,@user75,female,politician,right,moderate_right,"#SIMSepuede, “hermana”. De tus silencios sobre escándalos sexuales en el Gobierno, machos alfa que destrozan tarjetas, abusos a menores, agresiones a una niña en Palma... etc. hablamos otro día que no caben en un tuit. Suerte con vuestra teoría de la conspiración 😉."
38173,@user75,female,politician,right,moderate_right,Vinculando el VIH con el colectivo LGTBI desde una cuenta oficial? . Vamos @user salid en tromba contra la estigmatización!. @user borrad el tuit y aterrizad en el siglo presente. @user @user @user @user
46851,@user75,female,politician,right,moderate_right,"Del triunfalismo insolente de @user al realismo de quien pisa la calle de @user. 70.000 fallecidos,miles de autónomos bajando persianas,Ertes sin cobrar y escudo social fracasado. . “El primer alumno de la ley Celaá: Sánchez pasa de curso con todo suspendido”"
10184,@user75,female,politician,right,moderate_right,El único país del mundo que ha tenido un Ministro de Sanidad pensando en su carrera política en vez de en la peor pandemia de la historia. ¿Qué porqué tenemos los peores datos? . Poco nos pasa. . Se ríen de todos. Ya sin disimulo.
18638,@user75,female,politician,right,moderate_right,"Hay diputados que trabajan por los intereses de los ciudadanos de Baleares. Hay diputados que no van a consentir el atraco de @user a nuestros padres y abuelos. Las herencias NO se tocan. ¿Estarán los de “Madrid ens roba” a la altura? Tic, tac @user"
37062,@user75,female,politician,right,moderate_right,Asco. Indignación. Rabia. Pena que algunos no hayan entendido que este SÍ es un país libre y que es SU obligación integrarse. Que todo el peso de la ley caiga sobre ellos. . Detenidos por intentar atropellar a dos mujeres que iban cogidas de la mano
45969,@user75,female,politician,right,moderate_right,"Ves @user...?. Ni la talla del sujetador,ni el feminismo de cuidados 🤯 de Echenique... ni tu pandi.te echan al ruedo para que se hable de tus ocurrencias y no huela a cloaca. No te dejes Irene. Nos queremos libres de machismo y mujeres objeto. . @user @user"
1938,@user75,female,politician,right,moderate_right,"Muchas gracias @user por la entrevista para hablar de un proyecto de ilusión y alternativa. El lugar escogido:las galerías de la Plaza Mayor,símbolo de la desidia, de la incapacidad de gestión y la crisis del pequeño comercio que no puede vivir de propaganda y promesas"
46642,@user75,female,politician,right,moderate_right,"Pues sí... así estamos en Mallorca. Los peores datos. . Espero que a los que nos toca desplazarnos no padezcamos la “madrileñofobia” que pregonaban algunos hace unos meses, no? . Ah claro y lo de #AyusoDimisión tampoco sirve ahora, no?. Ais las dobles varas..."
3594,@user75,female,politician,right,moderate_right,"Ese porte,esa manera de levitar, esa manera de que los coches le dejen justo a pie de foto,esa manera de ignorar a su “siervo” Marlaska.... ese aparecer días después. Su Sanchidad o la nada. Da igual es una pandemia, una tormenta una crisis. . Él vive en una serie de Netflix."
48744,@user75,female,politician,right,moderate_right,¿Ahora culpan a Madrid?. Nos dijeron que era un hito histórico (como el REB) y arremetieron contra quienes dijimos lo que pasaría. . Una vez más. . Un engaño más. @user exigimos que autónomos y empresas al corriente de pago puedan acogerse y que no se discrimine por CNAES.
20805,@user75,female,politician,right,moderate_right,Los diputados de Baleares no han presentado enmiendas para defender los derechos de los ciudadanos de las Islas. No les basta con recaudar a los vivos. . ¿Votarán a favor del @user ? ¿O saldrán en otra rueda de prensa para decirnos que la economía no puede ir mejor? 🤦‍♀️
18369,@user75,female,politician,right,moderate_right,"Mordaza a la prensa. Promoción de la violencia en la calle. Totalitarismo chavista (que para eso cobraban). . Y desde el Consejo de Minitros gracias a @user . Que bonito país nos estás dejando, Pedro. Ni una línea roja sin cruzar. Ni un minuto más #pabloiglesiasdimisión"
47539,@user75,female,politician,right,moderate_right,Pues te acaba de caer un suspenso. Otro éxito más del duo Sánchez-Armengol. . ¿Cómo es posible con el trabajazo que ha hecho la Ministra de Turismo las últimas semanas? Ups espera que estaba en “esa” campaña. El drama es que mientras ellos siguen muchos ya no aguantan más.
241,@user75,female,politician,right,moderate_right,.@user : “El FMI ha señalado a España como el país que menos ayudas directas da a las empresas”. . 15 propuestas para el sector turístico y hostelero. . “Piensen en el bar de la esquina... en su familia. ellos no pueden ser los paganos de la Covid” . #SosRestauración
45423,@user75,female,politician,right,moderate_right,Teníamos ganas de volver. . Vernos las caras. Y sumarnos a @user en estos premios que son de todos en agradecimiento a los que hacen de Mallorca un lugar mejor. Mi enhorabuena a los premiados y por muchos más años de radio libre y rigurosa. Gracias!. #PremiosOCRMallorca
31101,@user75,female,politician,right,moderate_right,"Se repite la historia. Vuelve a faltar la transparencia en los datos, vuelve a faltar material de protección para los sanitarios... y esto, esto NO es responsabilidad de todos. Urge que @user deje los tuits de autobombo y comparezca como pide @user. . @user"
3170,@user75,female,politician,right,moderate_right,El sueño de @user era que en el resto de España se hablara de la gestión de Baleares. Lo ha conseguido. . La irrelevancia del “caiga quien caiga” de @user y @user está al nivel de la irrelevancia de su acción para mejorar la vida de las mujeres.
597,@user75,female,politician,right,moderate_right,"Otra más.Otra menos. NO son números. Hay un Pacto de Estado. . Dejemos de lado debates estériles y acabemos con esta lacra.Ya!. @user @user @user . Fallece la mujer que sufrió una ""violenta agresión"" por parte de su marido la semana pasada"
21115,@user75,female,politician,right,moderate_right,"Hace unos meses conocí a Alejandra: madre coraje,brava, de las que llegará hasta el final. . Hoy al fin he conocido a Clara en esta maravillosa exposición. No dejemos de levantar la voz para que el síndrome de Coffin Siris sea conocido y reconocido. #diamundialenfermedadesraras"
18511,@user75,female,politician,right,moderate_right,"Illa dimite. No por estas cifras. No por 70.000 fallecidos. No por ignorar las alertas internacionales. No por haber mentido con las mascarillas,tests,los antígenos, la cepa inglesa. No por el caos en la vacunación. Sino para irse de míting en plena tercera ola. Culpables."
40397,@user75,female,politician,right,moderate_right,"Me han enseñado,cuidado,mimado y “malcriado”. Han sido mis cómplices,mis enfermeras de remedios caseros,mis contadores de cuentos reales... He tenido la suerte de conocer a 4 y 2 bisabuelos. Y doy gracias a la vida por tener a 3 muy cerquita todavía 🙏🏻. Eternos. #DiaDeLosAbuelos"
21605,@user75,female,politician,right,moderate_right,"“Armengol nos oye pero no nos escucha”. “Va a ser un mal año turístico, y para Baleares,dramático”. “Los tests masivos no ha sido la política del Govern. La velocidad de vacunación ha sido inferior a otras Comunidades”. La importancia de contar la verdad en tiempos de propaganda."
27811,@user75,female,politician,right,moderate_right,Damos un paso más en la plena inclusión de las personas con discapacidad: la capacidad jurídica. @user : “no es un cambio de nomenclatura es un paso más para acabar con discriminación”. Gracias Ma Jesús y @user por vuestro trabajo y a @user por tu liderazgo.
1921,@user75,female,politician,right,moderate_right,Te has enterado de que hay una segunda ola que en las residencias que son TU responsabilidad?. Que no se está pagando el Ingreso Mínimo Vital que TÚ prometiste?. Que crecen las colas en los comedores sociales?. Pocas risas Pablo. que para Meme lo de tu “escudo social”.
19670,@user75,female,politician,right,moderate_right,Hace 12 años nos arrebataron a Diego y a Carlos en Palmanova.Y no olvidamos. Los asesinaron por ser Guardias Civiles y protegernos.Y no olvidamos. No querían ser héroes pero no lo vamos a olvidar jamás. Abrazo inmenso a su familia y a la @user @user @user
37245,@user75,female,politician,right,moderate_right,"No olvidamos a Nora. Y tampoco olvidamos al resto de menores víctimas de las tramas de explotación sexual. Y no, tampoco olvidamos a las menores tuteladas que @user @user @user @user se niegan a investigar. . @user @user @user @user"
9204,@user75,female,politician,right,moderate_right,".@user sabemos que todo el mundo merece un descanso... pero lo suyo ya es pasarse. NADA en su agenda oficial y NO comparece en Comisión de Igualdad, con la ayuda del @user. ¿En qué anda Ministra? . @user @user"
49572,@user75,female,politician,right,moderate_right,"No voy a reproducir la penúltima idiotez de @user. . Pq es lo que busca. Por lo único que está en política. Lo único capaz de aportar. . Pero qué pena y qué daño hace este personaje a las mujeres, al Ayuntamiento de Palma y a la sociedad. No es feminista,es ridícula."
32024,@user75,female,politician,right,moderate_right,"Si hoy tienes que leer un artículo que sea este de @user . . “Qué sería de una economía de servicios como la nuestra en el mundo antiglobal que sueña Abascal”. “ Abascal ha cometido el mismo error que Iglesias y Rivera, solo que antes de lo previsto”. Brillante análisis"
14179,@user75,female,politician,right,moderate_right,"Cuando se inventaron lo de esa oficina expresé mi opinión. Nos llamaron de todo. Pienso igual. Otras no pueden decir lo mismo. Crear un organismo y no dejarlo trabajar,o como la política de titular se te vuelve en contra. Se llama Karma @user o justicia poética.🙄"
41644,@user75,female,politician,right,moderate_right,"Hoy hablo de bipartidismo y multipartidismo. . De la inestabilidad política, el bluf de la “nueva política” que ya se ha vuelto “vieja” y los partidos “de moda” que “pasan de moda”. Gracias @user por darme la oportunidad de reflexionar sobre todo ello. . Feliz Domingo!"
38330,@user75,female,politician,right,moderate_right,Algunas seguimos trabajando para dar respuesta a los problemas reales de los ciudadanos. Otros.... otros... de su trabajo no pueden hablar. Y de lo que votan contra las Illes Balears no quieren. De la obsesión que tiene la izquierda contra las familias numerosas... un clásico.
3073,@user75,female,politician,right,moderate_right,"Que Simón no se entere de como está la Atención Sanitaria en Baleares, no sorprende. Bajo el mar esto no preocupa. Que alguna responsable política de la materia le haga seguidismo. es una muestra del gran engaño que pretenden fabricar. Todo el rato. . @user @user"
16207,@user8,female,politician,left,moderate_left,No podemos ni queremos desentendernos de lo que ocurre en el mundo. Somos un partido internacionalista. En materia de cooperación para el desarrollo siempre hemos creído que nuestros avances tenían que ser de la mano del conjunto de la humanidad🤝. 🌹 @user. [#POLITICAL_PARTY]
17538,@user8,female,politician,left,moderate_left,"@user Así es @user, la prensa SIEMPRE estáis ahí; cada día informáis de la evolución de la #COVID con seriedad y responsabilidad, de manera veraz, transparente y segura. Jugáis un imprescindible papel que aún lo es más ahora de cara al comienzo de la #vacunación. GRACIAS de ♥️"
10758,@user8,female,politician,left,moderate_left,"👉🏻Como gallega me produce profunda decepción ver al BNG buscando excusas para justificar su NO a estos presupuestos, objetivamente buenos para nuestra tierra,que hasta incluyen la AP9, tan necesarios para #Galicia, pero sitúanse vostedes, o BNG, a carón  do [POLITICAL_PARTY], C’s e [POLITICAL_PARTY]❌"
46365,@user8,female,politician,left,moderate_left,El Gobierno de @user sigue trabajando en su compromiso con #Lugo . En el acto de transmisión de la titularidad de terrenos para la nueva glorieta @user anuncia la aprobación del proyecto y la próxima licitación de la obra de la nueva glorieta de Alfonso X en #Lugo
17694,@user8,female,politician,left,moderate_left,"Hoy el Gobierno de España ha acordado, una bajada del precio máximo de venta al público de las mascarillas quirúrgicas de 0,96 a 0,72€. Con el objetivo de garantizar el acceso a las mascarillas quirúrgicas como medida de higiene obligatoria para la lucha frente al #COVID19"
7594,@user8,female,politician,left,moderate_left,Ha sido un honor colaborar todos estos meses desde la Comision de Sanidad @user con el ministro @user. Considero que hizo un trabajo extraordinario en gestión de la pandemia. Le deseo lo mejor y un gran éxito como líder candidatura @user a la Generalitat.
46067,@user8,female,politician,left,moderate_left,"Esta semana hemos sacado adelante unos #PGE que contienen la apuesta de presente y futuro por la Sanidad Pública, y la tradición socialista más arraigada, la que procura un Estado de bienestar fuerte para garantizar la igualdad de oportunidades y equidad social y territorial 👇🏻"
27594,@user8,female,politician,left,moderate_left,"Lo telemático no quita la emoción ♥️de estar en la firma✍️Convenio de colaboración entre Dirección General de Salud Pública de . @user @user y la @user. #PactoSocialVIH 🗣@user: ""Acabar con la discriminación es esencial para acabar con la pandemia del #VIH"""
2340,@user8,female,politician,left,moderate_left,"Galicia, mi tierra, empieza a entrar en una situación preocupante en lo que se refiere a los rebrotes de #COVID19. Feijóo tiene la obligación de activar todos los mecanismos de coordinación frente a la pandemia, y señaladamente el Centro de Coordinación Operativa CECOP. (Abro hilo)"
37396,@user8,female,politician,left,moderate_left,"Siempre se puede pedir más, pero no es necesario ni menospreciar lo conseguido ni insultar. . Con sus palabras lo que hacen es insultar a la ciudadanía que está sufriendo. Y aquí hay mucha gente luchando por dar respuestas a esa gente. YA ESTÁ BIEN. 🌹 ⁦@user⁩"
6488,@user8,female,politician,left,moderate_left,El Gobierno de @user cumple con #Lugo 💪🏻🏛. Este es un nuevo compromiso con nuestra provincia @user. Quiero agradecer el impulso dado por el ministro de @user @user a la creación en #Lugo del nuevo juzgado de lo social⚖️👩‍⚖️
12722,@user8,female,politician,left,moderate_left,"🏛En Comisión de Interior. . 📹Comparecencia de la Directora General de la @user, primera mujer en este cargo. En la conquista de los derechos de las mujeres, todo hubo que pelearlo; quedan muchas batallas por librar en el camino al impulso del talento femenino. Seguimos!"
14410,@user8,female,politician,left,moderate_left,"✅El @user ha aprobado la prórroga del estado de alarma, cobertura legal imprescindible para combatir la peor pandemia sufrida en el último siglo, que da seguridad para que las CCAA puedan adoptar medidas acordes a su situación. ❌[POLITICAL_PARTY] y [POLITICAL_PARTY] iguales, no lo han apoyado."
27555,@user8,female,politician,left,moderate_left,"@user @user @user @user @user @user @user @user @user @user @user Estoy absolutamente convencida y defiendo que la política es el mejor terreno para encontrarnos y este acuerdo de reconstrucción es fruto de esa creencia. Lamentablemente otras personas creen que la política es solo un terreno para enfrentarnos, ahí a mí no me encontrará nunca."
34593,@user8,female,politician,left,moderate_left,"🔴Inversiones de Adif en Lugo.  . ✅Desde 2018, @user y Alta Velocidad han realizado en #Lugo inversiones por importe de más de 15,1 M€. La mayor parte de estas inversiones fueron a la mejora conexión entre #Monforte de Lemos y #Lugo, concretamente 7.407.000€🔝"
6973,@user8,female,politician,left,moderate_left,"@user Ramón y Cajal decía que hay un patriotismo infecundo y vano el orientado hacia el pasado; otro, fuerte y activo: el orientado hacia el porvenir. Entre preparar un germen y dorar un esqueleto, ¿quién dudará?. Nosotros estamos en el patriotismo fuerte y activo del porvenir. Únanse."
8262,@user8,female,politician,left,moderate_left,"El desembolso de los fondos de #NextGenerationEU pone hoy en marcha el Plan de Recuperación y Resiliencia de España. Este plan será un impulso crucial  para hacer del #EUGreenDeal una realidad, digitalizar la economía y hacer que 🇪🇸 sea más resiliente que nunca @user"
47553,@user8,female,politician,left,moderate_left,"Por solidaridad con sus 70.000 habitantes y con sus alcaldes y alcaldesas, por la salud pública, y como una lucense enamorada de #AMariña, me sumo a la petición de @user exigiendo la comparecencia de Feijóo para que explique y deje de ocultar lo que está ocurriendo allí."
21815,@user8,female,politician,left,moderate_left,"✋ El tabaco causa 8 millones de muertes cada año. . ✋ Una amenaza para l@s fumadores y para la salud de su familia y amigos. . ✋ Mayor riesgo de presentar un cuadro grave de Covid19. . Hay muchas razones para dejarlo, comprométete y 𝗥𝗘𝗦𝗣𝗜𝗥𝗔 💚. . #DíaMundialSinTabaco 🚭"
29790,@user8,female,politician,left,moderate_left,"🗣Continúa el compromiso del Gobierno de @user con la provincia de #Lugo. El delegado del Gobierno en #Galicia, @user, ha comprometido al alcalde de @user, @user, el impulso al tercer acceso al núcleo urbano de #Foz a través de la N-642🚧⚠️🛣"
24120,@user8,female,politician,left,moderate_left,"Desde mi grupo, el @user agradecemos al Ministro @user su esfuerzo constante por actuar con la máxima transparencia posible en la rendición de cuentas a petición propia, una vez más en la #ComisióndeSanidad y mantener a esta Comisión siempre bien informada #COVID19"
12628,@user8,female,politician,left,moderate_left,"Esta es la nefasta gestión de Feijóo en Galicia en #COVID19 . Abro 🧶 . ❌El sábado 4 de julio Feijóo dijo que el brote en #AMariña estaba controlado. ⛔️Sin ninguna lógica sanitaria ayer domingo 5 de julio decretó un confinamiento de 5 días de la comarca entera, 70.000 personas."
31241,@user8,female,politician,left,moderate_left,"Los primeros Presupuestos con mayor gasto social de la historia, del Gobierno de @user entraron en vigor ayer, dejando atrás los de 2018 del [POLITICAL_PARTY]. Son cifras extraordinarias para impulsar la recuperación y27.000 millones de € de adelanto de fondos europeos @user"
43283,@user8,female,politician,left,moderate_left,"Se alcanza así un nuevo hito en el camino hacia el objetivo marcado por el presidente del Gobierno, @user , antes de que finalice el presente mes de agosto: que el 70% de la población cuente con la pauta completa de vacunación. 🔺En Galicia ya hemos alcanzado el 73,3%."
527,@user8,female,politician,left,moderate_left,Esta crisis no será una excusa para que la derecha recorte derechos y libertades. . A la justicia y a la libertad solo se puede llegar con justicia y con libertad. Porque ese es el único camino de todo Gobierno que ponga a la ciudadanía primero. . 🌹 ⁦@user⁩ ⁦
35707,@user8,female,politician,left,moderate_left,"@user Le pedimos un poco de sentidiño al sr. Feijoó, es sencillo, porque se trata de que asuma las responsabilidades que pedía en pleno estado de alarma, cuando reclamaba sus competencias y ahora que las tiene, no intente que las asuma el Gobierno. Toda la razón compañero @user"
4913,@user8,female,politician,left,moderate_left,"🔶En el tramo Monforte de Lemos-Lugo, de la línea León-A Coruña.  . 🔷Adif adjudica el suministro y transporte de traviesas para la construcción del nuevo túnel de Oural.  . 🟩El nuevo túnel de Oural es una de las obras previstas para la mejora del corredor Ourense-Monforte-Lugo"
12793,@user8,female,politician,left,moderate_left,"💪🏻El Gobierno apoya a los Ayuntamientos y a las familias más necesitadas, coincidiendo con la inauguración del curso escolar distribuyendo a partir del lunes un total de 15 millones de mascarillas a través de la FEMP y de entidades sociales. (abro hilo)"
44695,@user8,female,politician,left,moderate_left,El #Párkinson y su estigma social provoca un impacto emocional y psicológico en las personas que conviven con la enfermedad. Impulsemos la investigación para mejorar su calidad de vida. Avancemos hacia una sociedad sin etiquetas. Cambiemos estereotipos. #PonUnaEtiquetaPositiva
40865,@user8,female,politician,left,moderate_left,"@user ✅Personas con al menos 1 dosis. 14.911.306 31,4% población. ✅Personas con pauta completa. 6.976.683 14,7% población . ✅España está a menos de 100 días de lograr la inmunidad de grupo. ✅El 70% de la población española podrá estar vacunada el 18 de agosto. Sí, #orgullo de mi país"
4358,@user8,female,politician,left,moderate_left,"Señores del [POLITICAL_PARTY] de Galicia, dejen de una vez de utilizar la pandemia #COVID19 para confrontar con el Gobierno de España. Sean patriotas útiles y luchen con el Gobierno contra un virus que es el enemigo de todos, q infecta a personas y que sesga vidas. Únanse y arrimen el hombro."
49841,@user8,female,politician,left,moderate_left,"Orgullosa de pertenecer al @user que reconoce y apoya a las personas afectadas por esta enfermedad, muy especialmente en el regreso al colegio de las niñas y niños afectados, lo que debe ser considerado con especial atención por el sistema educativo #FibrosisQuística"
13822,@user8,female,politician,left,moderate_left,"Feijóo que hizo la campaña de las elecciones autonómicas presumiendo de la gestión de la pandemia, a que espera para hacer lo que ya no puede demorar más❓. Debería mirar al acuerdo alcanzado en #ComisiónDeReconstrucción, que ejemplifica unión en la lucha contra la #COVID19"
45603,@user8,female,politician,left,moderate_left,"✅ OPTIMISTAS, PERO RESPONSABLES Y RESPETUOSOS: Somos optimistas en las votaciones que tenemos por delante, pero responsables y respetuosos. El @user va a trabajar duro para que los PGE que necesita el país en este momento tan importante salgan adelante @user"
37412,@user8,female,politician,left,moderate_left,Parte del ADN en el interior de este virus inofensivo se convertirá dentro de nuestra célula en muchas copias de ARN. El ARN contiene las instrucciones para que nuestras células fabriquen proteínas S. Estas proteínas S son iguales a la del nuevo coronavirus.
12532,@user8,female,politician,left,moderate_left,"La sección [POLITICAL_PARTY] del [POLITICAL_PARTY] de Galicia liderada por Ana de Bande y Tellado quieren recortar la libertad de expresión del gobierno de España y del [POLITICAL_PARTY], a quienes calumnian y difaman. Extremismo de derechas peligroso para la democracia @user"
32401,@user8,female,politician,left,moderate_left,"✍️Una realidad silenciada.  . La salud mental es fundamental para el bienestar y una vida sana y feliz. La incertidumbre causada por pandemia tiene un enorme impacto en los problemas de salud mental, en adultos, en la infancia y adolescencia. 📰En @user"
14477,@user8,female,politician,left,moderate_left,"La Comunidad de Madrid es la región que menos vacunas ha inyectado y la que menos porcentaje de recibidas ha inoculado, por debajo del 85%👉🏻Ayuso trata de maquillar con la apertura nocturna del Zendal la lentitud en la vacunación de Madrid"
37987,@user8,female,politician,left,moderate_left,"En este aniversario del asesinato de #Lorca , no olvidamos su muerte pero celebramos su vida y sus palabras de vida, libertad y esperanza. . ✒️ “Siempre estaré con los que no tienen nada. Y hasta la tranquilidad de la nada se les niega”, decía el poeta. . 🗣️ ⁦@user⁩"
46179,@user8,female,politician,left,moderate_left,"💦La @user mejorará el proyecto de la EDAR #Sarria y regenerará la zona 🌳con una inversión de 3 millones de euros. Con @user presidente confederación, con alcalde de Sarria, Claudio Garrido; con secretario local [POLITICAL_PARTY], José Manuel López Torre, y el concejal Félix Seijas."
